category,rank,product_id
agro_industry_and_commerce,1,b5aebb467d9a92162173cbd234e00d99
agro_industry_and_commerce,2,980ecbcc15fe174ec1e5757c4d75b1bf
agro_industry_and_commerce,3,5f0a49e6e539d4e186eeddfd69db9863
agro_industry_and_commerce,4,4ea69fe7483b9c2a54bd05c2c2b02c93
agro_industry_and_commerce,5,fbec390384fbb8d53d97c29a5bbb26ae
agro_industry_and_commerce,6,4796ab0f0b86b1d3aeea60f77a0ad991
agro_industry_and_commerce,7,24fee4a800146a47846fa0e345b6d6ed
agro_industry_and_commerce,8,eb1e85561435be5d1760939dac8c881c
agro_industry_and_commerce,9,ba1d7e7ee1f055d252a2faa8ea3cea9b
agro_industry_and_commerce,10,52510930c23a1b9c337a0a9306a3645c
agro_industry_and_commerce,11,a79e27ad902bfc67386ea63ed1ef7a08
agro_industry_and_commerce,12,6ff1fc9209c7854704a4f75c9fac41b4
agro_industry_and_commerce,13,163a503e8aa4c48bfd077f416e4341d4
agro_industry_and_commerce,14,674005996f7500049a539559eeec5b76
agro_industry_and_commerce,15,18ea29d5e42eea2c720cafb650f572f3
agro_industry_and_commerce,16,cf4f52b8f3c906f11d98e8866614f140
agro_industry_and_commerce,17,8a67e4e6cc6f2abf65fe2164ea51b219
agro_industry_and_commerce,18,3bebad3cf2c8d1a8d3ce97174643e054
agro_industry_and_commerce,19,a0fe1efb855f3e786f0650268cd77f44
agro_industry_and_commerce,20,ac4bd2aec3f990363aa853e4f17709d3
agro_industry_and_commerce,21,a6bfd5412c292e6ab465ba7d7f794727
agro_industry_and_commerce,22,018ca97302e4293050cc41413194bb19
agro_industry_and_commerce,23,137ace556a03792cdc43f91ec621426d
air_conditioning,1,a0ab96e461d74537772b84950f26a257
air_conditioning,2,7deb3aeb864ba8e77c6db5baac8dae5f
air_conditioning,3,a47674ec5bdc46617bc532a9839390db
air_conditioning,4,b702f87f77d8feeade7ecf7598730aea
air_conditioning,5,4c36e30350c41feb82b1a47b0712c9b3
air_conditioning,6,fd68051e3deccde23af3d77152129c5a
air_conditioning,7,bcbeea161819eed81ab43bc9751e012c
air_conditioning,8,aef09d3b8be874a0a8b1706573a6c9b0
air_conditioning,9,c52388efdb1ce49ebe3fc96cbad34d95
air_conditioning,10,6a709b701952f3257fb1bebb4388dcc3
air_conditioning,11,bc0f31b5e89dfeba8169ad1123d44d2b
air_conditioning,12,503a2b62d0d1faa8d1950c483231aeaa
air_conditioning,13,287d083ef43e221d8558ac223556de34
air_conditioning,14,47fb043ed62be785ecb7a5e30c7787d4
air_conditioning,15,1ceecf723e6b304ffe1822e9f375fbf1
air_conditioning,16,2b5c35cbb60bd98cf07a4cd51e95783e
air_conditioning,17,24e19cb0f9da4394876ff32b7a43b99d
air_conditioning,18,185013b2b9237c14bd26a394d9fda023
air_conditioning,19,1ea0352ad33ece4164c6f98f2c25bc6f
air_conditioning,20,c114a4721cfa58d98265d2074e53de44
air_conditioning,21,cdc731da6af5a302388654c1b8e74c11
air_conditioning,22,f0fd7f1ed92a4c17fd392ba0a5001278
air_conditioning,23,b31fe7683526f7b942c8de2796f2e72d
air_conditioning,24,9cb406e79e6c2918987297be991b3aec
air_conditioning,25,733ea58d772bede3f0bba1d816efd8e9
air_conditioning,26,6253337f05bc888dc4b35d45d1ec3a64
air_conditioning,27,5c821d665e58b08092e830f81c12cc37
air_conditioning,28,b9b44a9826ac288d8d3caf327f709007
air_conditioning,29,b252c77ac54ea46b4b2b884b8fba074d
air_conditioning,30,3be495aa2bea5ca3041d723c2db13209
air_conditioning,31,a142a106133a43bc55573a6a77be9d57
air_conditioning,32,59089e1668cc247d055ca3f9149093fc
air_conditioning,33,a6dc9ab5ad94c307903acdc50a106a5c
air_conditioning,34,0e34187d4312b97b5e698836d28ed040
air_conditioning,35,4a96de21ccfb22ebe1c56992acbbd7fc
air_conditioning,36,8068fc569a07dc765b9620783787233c
air_conditioning,37,0e8d8404861cea31d9b2010514fc53ad
air_conditioning,38,3fc00af0f0a8d4ac2933d3900416c977
air_conditioning,39,171787b81fa784a521d7ba199e6e9fa6
air_conditioning,40,cf492edce9b45b948fae7ca5cfb4c24c
air_conditioning,41,d42f88e62ec14a8a5465cef3841919fc
air_conditioning,42,13600956946060355717f613fc076a67
air_conditioning,43,87064fd995f81ddb8e735902047fe007
air_conditioning,44,a3f986f6c4400aa6545d224be435f812
air_conditioning,45,3a64d31450c3b7d6451627e5fad88d77
air_conditioning,46,977e5f8adaa0cd1dac4f4b1969ec598b
air_conditioning,47,67fa36df2c5e624059dda016bfd72e15
air_conditioning,48,ff0303657c756073d669ed516070eb3e
air_conditioning,49,c653e7a97b25d05bbe5df45bd142ed5f
air_conditioning,50,525f8fbde09c9bf777025c3141fbbc6e
air_conditioning,51,ee300c0281d54f57ed53d622f7e8dbff
art,1,bf359473d58e90d8fc29bf8f3d282ea9
art,2,cbf96c04205dc933b89e025748c2a057
art,3,f20135d2d37130bbd6a2a9fa2e501e8f
art,4,538948f39142c635d3132846c820e211
art,5,4c6aedb2bfbcb47f59db757dfc22c607
art,6,749d3e9ac43e769ce6245a97630f6543
art,7,48633254f8b7b802b1ca8c4f4dcf3e33
art,8,d727c091d4ce7f59b5e690ce0b58b1ea
art,9,056d07eb7d9c446e3780a3a7f102190d
art,10,58f036d3b8f12d9378518f902fb4e226
art,11,49ab5384de586d3e4efd9072c43d50be
art,12,7d1a4ebaf97da87516f9b108af5bd3e3
art,13,159065411d54fa1f2232d949976883db
art,14,3aa071139cb16b67ca9e5dea641aaa2f
art,15,4b90d2bd65c83d4ad8a370c2cd3f277c
art,16,38841dec90eddf2f43cdfabc48b3831a
art,17,19f1b5c58fd03aa8c41db25200829903
art,18,f3c5f7d4a6b87b94a7ce5fa1c1b2ca10
art,19,dc7e6c809b71f69934396f954df16806
art,20,fef11bcb9bda869da356243b240c07b7
art,21,aedb7e30007f6051c5b3f97156b0848a
art,22,804a1a0d5ac09246cf0d527bbd4c5aa3
art,23,a556987a68ce3f7240da198c00f0305d
art,24,d3d10495159bcc41173e3d26a273529a
art,25,68c62bdee06acdb180f27f73a34cc40b
art,26,5299e0a0336b5839e2a0ccb0d3d589d1
art,27,be9bf7ba4c99709e44c413d4ffe9dfa4
art,28,986c47683f9e701e110a0cc525dfac87
art,29,141807ad4a13efebac9bbd9609137182
art,30,23aaf24124ff41ebd81163d245aae6f3
art,31,48e5af4df590c37a05a29b5c86e020e1
art,32,76397820b3556e99a4a2e3056eca24e5
art,33,4673c83bbad0277b120ac3251d4b3633
